Time_ns,Sine_Out,Sine_Out_Normalized
10265000,-31113,-0.949493
10275000,-32765,-0.999908
10285000,-31113,-0.949493
10295000,-26319,-0.803192
10305000,-19195,-0.585785
10315000,-9896,-0.302002
10325000,0,0.000000
10335000,9896,0.302002
10345000,19195,0.585785
10355000,26319,0.803192
10365000,31113,0.949493
10375000,32765,0.999908
10385000,31113,0.949493
10395000,26319,0.803192
10405000,19195,0.585785
10415000,9896,0.302002
10425000,0,0.000000
10435000,-9896,-0.302002
10445000,-19195,-0.585785
10455000,-26319,-0.803192
10465000,-31113,-0.949493
10475000,-32765,-0.999908
10485000,-31113,-0.949493
10495000,-26319,-0.803192
10505000,-19195,-0.585785
10515000,-9896,-0.302002
10525000,0,0.000000
10535000,9896,0.302002
10545000,19195,0.585785
10555000,26319,0.803192
10565000,31113,0.949493
10575000,32765,0.999908
10585000,31113,0.949493
10595000,26319,0.803192
10605000,19195,0.585785
10615000,9896,0.302002
10625000,0,0.000000
10635000,-9896,-0.302002
10645000,-19195,-0.585785
10655000,-26319,-0.803192
10665000,-31113,-0.949493
10675000,-32765,-0.999908
10685000,-31113,-0.949493
10695000,-26319,-0.803192
10705000,-19195,-0.585785
10715000,-9896,-0.302002
10725000,0,0.000000
10735000,9896,0.302002
10745000,19195,0.585785
10755000,26319,0.803192
10765000,31113,0.949493
10775000,32765,0.999908
10785000,31113,0.949493
10795000,26319,0.803192
10805000,19195,0.585785
10815000,9896,0.302002
10825000,0,0.000000
10835000,-9896,-0.302002
10845000,-19195,-0.585785
10855000,-26319,-0.803192
10865000,-31113,-0.949493
10875000,-32765,-0.999908
10885000,-31113,-0.949493
10895000,-26319,-0.803192
10905000,-19195,-0.585785
10915000,-9896,-0.302002
10925000,0,0.000000
10935000,9896,0.302002
10945000,19195,0.585785
10955000,26319,0.803192
10965000,31113,0.949493
10975000,32765,0.999908
10985000,31113,0.949493
10995000,26319,0.803192
11005000,19195,0.585785
11015000,9896,0.302002
11025000,0,0.000000
11035000,-9896,-0.302002
11045000,-19195,-0.585785
11055000,-26319,-0.803192
11065000,-31113,-0.949493
11075000,-32765,-0.999908
11085000,-31113,-0.949493
11095000,-26319,-0.803192
11105000,-19195,-0.585785
11115000,-9896,-0.302002
11125000,0,0.000000
11135000,9896,0.302002
11145000,19195,0.585785
11155000,26319,0.803192
11165000,31113,0.949493
11175000,32765,0.999908
11185000,31113,0.949493
11195000,26319,0.803192
11205000,19195,0.585785
11215000,9896,0.302002
11225000,0,0.000000
11235000,-9896,-0.302002
11245000,-19195,-0.585785
11255000,-26319,-0.803192
11265000,-31113,-0.949493
11275000,-32765,-0.999908
11285000,-31113,-0.949493
11295000,-26319,-0.803192
11305000,-19195,-0.585785
11315000,-9896,-0.302002
11325000,0,0.000000
11335000,9896,0.302002
11345000,19195,0.585785
11355000,26319,0.803192
11365000,31113,0.949493
11375000,32765,0.999908
11385000,31113,0.949493
11395000,26319,0.803192
11405000,19195,0.585785
11415000,9896,0.302002
11425000,0,0.000000
11435000,-9896,-0.302002
11445000,-19195,-0.585785
11455000,-26319,-0.803192
11465000,-31113,-0.949493
11475000,-32765,-0.999908
11485000,-31113,-0.949493
11495000,-26319,-0.803192
11505000,-19195,-0.585785
11515000,-9896,-0.302002
11525000,0,0.000000
11535000,9896,0.302002
11545000,19195,0.585785
11555000,26319,0.803192
11565000,31113,0.949493
11575000,32765,0.999908
11585000,31113,0.949493
11595000,26319,0.803192
11605000,19195,0.585785
11615000,9896,0.302002
11625000,0,0.000000
11635000,-9896,-0.302002
11645000,-19195,-0.585785
11655000,-26319,-0.803192
11665000,-31113,-0.949493
11675000,-32765,-0.999908
11685000,-31113,-0.949493
11695000,-26319,-0.803192
11705000,-19195,-0.585785
11715000,-9896,-0.302002
11725000,0,0.000000
11735000,9896,0.302002
11745000,19195,0.585785
11755000,26319,0.803192
11765000,31113,0.949493
11775000,32765,0.999908
11785000,31113,0.949493
11795000,26319,0.803192
11805000,19195,0.585785
11815000,9896,0.302002
11825000,0,0.000000
11835000,-9896,-0.302002
11845000,-19195,-0.585785
11855000,-26319,-0.803192
11865000,-31113,-0.949493
11875000,-32765,-0.999908
11885000,-31113,-0.949493
11895000,-26319,-0.803192
11905000,-19195,-0.585785
11915000,-9896,-0.302002
11925000,0,0.000000
11935000,9896,0.302002
11945000,19195,0.585785
11955000,26319,0.803192
11965000,31113,0.949493
11975000,32765,0.999908
11985000,31113,0.949493
11995000,26319,0.803192
12005000,19195,0.585785
12015000,9896,0.302002
12025000,0,0.000000
12035000,-9896,-0.302002
12045000,-19195,-0.585785
12055000,-26319,-0.803192
12065000,-31113,-0.949493
12075000,-32765,-0.999908
12085000,-31113,-0.949493
12095000,-26319,-0.803192
12105000,-19195,-0.585785
12115000,-9896,-0.302002
12125000,0,0.000000
12135000,9896,0.302002
12145000,19195,0.585785
12155000,26319,0.803192
12165000,31113,0.949493
12175000,32765,0.999908
12185000,31113,0.949493
12195000,26319,0.803192
12205000,19195,0.585785
12215000,9896,0.302002
12225000,0,0.000000
12235000,-9896,-0.302002
12245000,-19195,-0.585785
12255000,-26319,-0.803192
12265000,-31113,-0.949493
12275000,-32765,-0.999908
12285000,-31113,-0.949493
12295000,-26319,-0.803192
12305000,-19195,-0.585785
12315000,-9896,-0.302002
12325000,0,0.000000
12335000,9896,0.302002
12345000,19195,0.585785
12355000,26319,0.803192
12365000,31113,0.949493
12375000,32765,0.999908
12385000,31113,0.949493
12395000,26319,0.803192
12405000,19195,0.585785
12415000,9896,0.302002
12425000,0,0.000000
12435000,-9896,-0.302002
12445000,-19195,-0.585785
12455000,-26319,-0.803192
12465000,-31113,-0.949493
12475000,-32765,-0.999908
12485000,-31113,-0.949493
12495000,-26319,-0.803192
12505000,-19195,-0.585785
12515000,-9896,-0.302002
12525000,0,0.000000
12535000,9896,0.302002
12545000,19195,0.585785
12555000,26319,0.803192
12565000,31113,0.949493
12575000,32765,0.999908
12585000,31113,0.949493
12595000,26319,0.803192
12605000,19195,0.585785
12615000,9896,0.302002
12625000,0,0.000000
12635000,-9896,-0.302002
12645000,-19195,-0.585785
12655000,-26319,-0.803192
12665000,-31113,-0.949493
12675000,-32765,-0.999908
12685000,-31113,-0.949493
12695000,-26319,-0.803192
12705000,-19195,-0.585785
12715000,-9896,-0.302002
12725000,0,0.000000
12735000,9896,0.302002
12745000,19195,0.585785
12755000,26319,0.803192
12765000,31113,0.949493
12775000,32765,0.999908
12785000,31113,0.949493
12795000,26319,0.803192
12805000,19195,0.585785
12815000,9896,0.302002
12825000,0,0.000000
12835000,-9896,-0.302002
12845000,-19195,-0.585785
12855000,-26319,-0.803192
12865000,-31113,-0.949493
12875000,-32765,-0.999908
12885000,-31113,-0.949493
12895000,-26319,-0.803192
12905000,-19195,-0.585785
12915000,-9896,-0.302002
12925000,0,0.000000
12935000,9896,0.302002
12945000,19195,0.585785
12955000,26319,0.803192
12965000,31113,0.949493
12975000,32765,0.999908
12985000,31113,0.949493
12995000,26319,0.803192
13005000,19195,0.585785
13015000,9896,0.302002
13025000,0,0.000000
13035000,-9896,-0.302002
13045000,-19195,-0.585785
13055000,-26319,-0.803192
13065000,-31113,-0.949493
13075000,-32765,-0.999908
13085000,-31113,-0.949493
13095000,-26319,-0.803192
13105000,-19195,-0.585785
13115000,-9896,-0.302002
13125000,0,0.000000
13135000,9896,0.302002
13145000,19195,0.585785
13155000,26319,0.803192
13165000,31113,0.949493
13175000,32765,0.999908
13185000,31113,0.949493
13195000,26319,0.803192
13205000,19195,0.585785
13215000,9896,0.302002
13225000,0,0.000000
13235000,-9896,-0.302002
13245000,-19195,-0.585785
13255000,-26319,-0.803192
13265000,-31113,-0.949493
13275000,-32765,-0.999908
13285000,-31113,-0.949493
13295000,-26319,-0.803192
13305000,-19195,-0.585785
13315000,-9896,-0.302002
13325000,0,0.000000
13335000,9896,0.302002
13345000,19195,0.585785
13355000,26319,0.803192
13365000,31113,0.949493
13375000,32765,0.999908
13385000,31113,0.949493
13395000,26319,0.803192
13405000,19195,0.585785
13415000,9896,0.302002
13425000,0,0.000000
13435000,-9896,-0.302002
13445000,-19195,-0.585785
13455000,-26319,-0.803192
13465000,-31113,-0.949493
13475000,-32765,-0.999908
13485000,-31113,-0.949493
13495000,-26319,-0.803192
13505000,-19195,-0.585785
13515000,-9896,-0.302002
13525000,0,0.000000
13535000,9896,0.302002
13545000,19195,0.585785
13555000,26319,0.803192
13565000,31113,0.949493
13575000,32765,0.999908
13585000,31113,0.949493
13595000,26319,0.803192
13605000,19195,0.585785
13615000,9896,0.302002
13625000,0,0.000000
13635000,-9896,-0.302002
13645000,-19195,-0.585785
13655000,-26319,-0.803192
13665000,-31113,-0.949493
13675000,-32765,-0.999908
13685000,-31113,-0.949493
13695000,-26319,-0.803192
13705000,-19195,-0.585785
13715000,-9896,-0.302002
13725000,0,0.000000
13735000,9896,0.302002
13745000,19195,0.585785
13755000,26319,0.803192
13765000,31113,0.949493
13775000,32765,0.999908
13785000,31113,0.949493
13795000,26319,0.803192
13805000,19195,0.585785
13815000,9896,0.302002
13825000,0,0.000000
13835000,-9896,-0.302002
13845000,-19195,-0.585785
13855000,-26319,-0.803192
13865000,-31113,-0.949493
13875000,-32765,-0.999908
13885000,-31113,-0.949493
13895000,-26319,-0.803192
13905000,-19195,-0.585785
13915000,-9896,-0.302002
13925000,0,0.000000
13935000,9896,0.302002
13945000,19195,0.585785
13955000,26319,0.803192
13965000,31113,0.949493
13975000,32765,0.999908
13985000,31113,0.949493
13995000,26319,0.803192
14005000,19195,0.585785
14015000,9896,0.302002
14025000,0,0.000000
14035000,-9896,-0.302002
14045000,-19195,-0.585785
14055000,-26319,-0.803192
14065000,-31113,-0.949493
14075000,-32765,-0.999908
14085000,-31113,-0.949493
14095000,-26319,-0.803192
14105000,-19195,-0.585785
14115000,-9896,-0.302002
14125000,0,0.000000
14135000,9896,0.302002
14145000,19195,0.585785
14155000,26319,0.803192
14165000,31113,0.949493
14175000,32765,0.999908
14185000,31113,0.949493
14195000,26319,0.803192
14205000,19195,0.585785
14215000,9896,0.302002
14225000,0,0.000000
14235000,-9896,-0.302002
14245000,-19195,-0.585785
14255000,-26319,-0.803192
14265000,-31113,-0.949493
14275000,-32765,-0.999908
14285000,-31113,-0.949493
14295000,-26319,-0.803192
14305000,-19195,-0.585785
14315000,-9896,-0.302002
14325000,0,0.000000
14335000,9896,0.302002
14345000,19195,0.585785
14355000,26319,0.803192
14365000,31113,0.949493
14375000,32765,0.999908
14385000,31113,0.949493
14395000,26319,0.803192
14405000,19195,0.585785
14415000,9896,0.302002
14425000,0,0.000000
14435000,-9896,-0.302002
14445000,-19195,-0.585785
14455000,-26319,-0.803192
14465000,-31113,-0.949493
14475000,-32765,-0.999908
14485000,-31113,-0.949493
14495000,-26319,-0.803192
14505000,-19195,-0.585785
14515000,-9896,-0.302002
14525000,0,0.000000
14535000,9896,0.302002
14545000,19195,0.585785
14555000,26319,0.803192
14565000,31113,0.949493
14575000,32765,0.999908
14585000,31113,0.949493
14595000,26319,0.803192
14605000,19195,0.585785
14615000,9896,0.302002
14625000,0,0.000000
14635000,-9896,-0.302002
14645000,-19195,-0.585785
14655000,-26319,-0.803192
14665000,-31113,-0.949493
14675000,-32765,-0.999908
14685000,-31113,-0.949493
14695000,-26319,-0.803192
14705000,-19195,-0.585785
14715000,-9896,-0.302002
14725000,0,0.000000
14735000,9896,0.302002
14745000,19195,0.585785
14755000,26319,0.803192
14765000,31113,0.949493
14775000,32765,0.999908
14785000,31113,0.949493
14795000,26319,0.803192
14805000,19195,0.585785
14815000,9896,0.302002
14825000,0,0.000000
14835000,-9896,-0.302002
14845000,-19195,-0.585785
14855000,-26319,-0.803192
14865000,-31113,-0.949493
14875000,-32765,-0.999908
14885000,-31113,-0.949493
14895000,-26319,-0.803192
14905000,-19195,-0.585785
14915000,-9896,-0.302002
14925000,0,0.000000
14935000,9896,0.302002
14945000,19195,0.585785
14955000,26319,0.803192
14965000,31113,0.949493
14975000,32765,0.999908
14985000,31113,0.949493
14995000,26319,0.803192
15005000,19195,0.585785
15015000,9896,0.302002
15025000,0,0.000000
15035000,-9896,-0.302002
15045000,-19195,-0.585785
15055000,-26319,-0.803192
15065000,-31113,-0.949493
15075000,-32765,-0.999908
15085000,-31113,-0.949493
15095000,-26319,-0.803192
15105000,-19195,-0.585785
16125000,2009,0.061310
16135000,0,0.000000
16145000,-4011,-0.122406
16155000,-7962,-0.242981
16165000,-11793,-0.359894
16175000,-15446,-0.471375
16185000,-19195,-0.585785
16195000,-22301,-0.680573
16205000,-25072,-0.765137
16215000,-27466,-0.838196
16225000,-29621,-0.903961
16235000,-31113,-0.949493
16245000,-32137,-0.980743
16255000,-32678,-0.997253
16265000,-32678,-0.997253
16275000,-32137,-0.980743
16285000,-31113,-0.949493
16295000,-29621,-0.903961
16305000,-27466,-0.838196
16315000,-25072,-0.765137
16325000,-22301,-0.680573
16335000,-19195,-0.585785
16345000,-15446,-0.471375
16355000,-11793,-0.359894
16365000,-7962,-0.242981
16375000,-4011,-0.122406
16385000,0,0.000000
16395000,4011,0.122406
16405000,7962,0.242981
16415000,11793,0.359894
16425000,15446,0.471375
16435000,19195,0.585785
16445000,22301,0.680573
16455000,25072,0.765137
16465000,27466,0.838196
16475000,29621,0.903961
16485000,31113,0.949493
16495000,32137,0.980743
16505000,32678,0.997253
16515000,32678,0.997253
16525000,32137,0.980743
16535000,31113,0.949493
16545000,29621,0.903961
16555000,27466,0.838196
16565000,25072,0.765137
16575000,22301,0.680573
16585000,19195,0.585785
16595000,15446,0.471375
16605000,11793,0.359894
16615000,7962,0.242981
16625000,4011,0.122406
16635000,0,0.000000
16645000,-4011,-0.122406
16655000,-7962,-0.242981
16665000,-11793,-0.359894
16675000,-15446,-0.471375
16685000,-19195,-0.585785
16695000,-22301,-0.680573
16705000,-25072,-0.765137
16715000,-27466,-0.838196
16725000,-29621,-0.903961
16735000,-31113,-0.949493
16745000,-32137,-0.980743
16755000,-32678,-0.997253
16765000,-32678,-0.997253
16775000,-32137,-0.980743
16785000,-31113,-0.949493
16795000,-29621,-0.903961
16805000,-27466,-0.838196
16815000,-25072,-0.765137
16825000,-22301,-0.680573
16835000,-19195,-0.585785
16845000,-15446,-0.471375
16855000,-11793,-0.359894
16865000,-7962,-0.242981
16875000,-4011,-0.122406
16885000,0,0.000000
16895000,4011,0.122406
16905000,7962,0.242981
16915000,11793,0.359894
16925000,15446,0.471375
16935000,19195,0.585785
16945000,22301,0.680573
16955000,25072,0.765137
16965000,27466,0.838196
16975000,29621,0.903961
16985000,31113,0.949493
16995000,32137,0.980743
17005000,32678,0.997253
17015000,32678,0.997253
17025000,32137,0.980743
17035000,31113,0.949493
17045000,29621,0.903961
17055000,27466,0.838196
17065000,25072,0.765137
17075000,22301,0.680573
17085000,19195,0.585785
17095000,15446,0.471375
17105000,11793,0.359894
17115000,7962,0.242981
17125000,4011,0.122406
17135000,0,0.000000
17145000,-7962,-0.242981
17155000,-15446,-0.471375
17165000,-22301,-0.680573
17175000,-27466,-0.838196
17185000,-31113,-0.949493
17195000,-32678,-0.997253
17205000,-32137,-0.980743
17215000,-29621,-0.903961
17225000,-25072,-0.765137
17235000,-19195,-0.585785
17245000,-11793,-0.359894
17255000,-4011,-0.122406
17265000,4011,0.122406
17275000,11793,0.359894
17285000,19195,0.585785
17295000,25072,0.765137
17305000,29621,0.903961
17315000,32137,0.980743
17325000,32678,0.997253
17335000,31113,0.949493
17345000,27466,0.838196
17355000,22301,0.680573
17365000,15446,0.471375
17375000,7962,0.242981
17385000,0,0.000000
17395000,-7962,-0.242981
17405000,-15446,-0.471375
17415000,-22301,-0.680573
17425000,-27466,-0.838196
17435000,-31113,-0.949493
17445000,-32678,-0.997253
17455000,-32137,-0.980743
17465000,-29621,-0.903961
17475000,-25072,-0.765137
17485000,-19195,-0.585785
17495000,-11793,-0.359894
17505000,-4011,-0.122406
17515000,4011,0.122406
17525000,11793,0.359894
17535000,19195,0.585785
17545000,25072,0.765137
17555000,29621,0.903961
17565000,32137,0.980743
17575000,32678,0.997253
17585000,31113,0.949493
17595000,27466,0.838196
17605000,22301,0.680573
17615000,15446,0.471375
17625000,7962,0.242981
17635000,0,0.000000
17645000,-7962,-0.242981
17655000,-15446,-0.471375
17665000,-22301,-0.680573
17675000,-27466,-0.838196
17685000,-31113,-0.949493
17695000,-32678,-0.997253
17705000,-32137,-0.980743
17715000,-29621,-0.903961
17725000,-25072,-0.765137
17735000,-19195,-0.585785
17745000,-11793,-0.359894
17755000,-4011,-0.122406
17765000,4011,0.122406
17775000,11793,0.359894
17785000,19195,0.585785
17795000,25072,0.765137
17805000,29621,0.903961
17815000,32137,0.980743
17825000,32678,0.997253
17835000,31113,0.949493
17845000,27466,0.838196
17855000,22301,0.680573
17865000,15446,0.471375
17875000,7962,0.242981
17885000,0,0.000000
17895000,-7962,-0.242981
17905000,-15446,-0.471375
17915000,-22301,-0.680573
17925000,-27466,-0.838196
17935000,-31113,-0.949493
17945000,-32678,-0.997253
17955000,-32137,-0.980743
17965000,-29621,-0.903961
17975000,-25072,-0.765137
17985000,-19195,-0.585785
17995000,-11793,-0.359894
18005000,-4011,-0.122406
18015000,4011,0.122406
18025000,11793,0.359894
18035000,19195,0.585785
18045000,25072,0.765137
18055000,29621,0.903961
18065000,32137,0.980743
18075000,32678,0.997253
18085000,31113,0.949493
18095000,27466,0.838196
18105000,22301,0.680573
18115000,15446,0.471375
18125000,7962,0.242981
18135000,0,0.000000
18145000,-11793,-0.359894
18155000,-22301,-0.680573
18165000,-29621,-0.903961
18175000,-32678,-0.997253
18185000,-31113,-0.949493
18195000,-25072,-0.765137
18205000,-15446,-0.471375
18215000,-4011,-0.122406
18225000,7962,0.242981
18235000,19195,0.585785
18245000,27466,0.838196
18255000,32137,0.980743
18265000,32137,0.980743
18275000,27466,0.838196
18285000,19195,0.585785
18295000,7962,0.242981
18305000,-4011,-0.122406
18315000,-15446,-0.471375
18325000,-25072,-0.765137
18335000,-31113,-0.949493
18345000,-32678,-0.997253
18355000,-29621,-0.903961
18365000,-22301,-0.680573
18375000,-11793,-0.359894
18385000,0,0.000000
18395000,11793,0.359894
18405000,22301,0.680573
18415000,29621,0.903961
18425000,32678,0.997253
18435000,31113,0.949493
18445000,25072,0.765137
18455000,15446,0.471375
18465000,4011,0.122406
18475000,-7962,-0.242981
18485000,-19195,-0.585785
18495000,-27466,-0.838196
18505000,-32137,-0.980743
18515000,-32137,-0.980743
18525000,-27466,-0.838196
18535000,-19195,-0.585785
18545000,-7962,-0.242981
18555000,4011,0.122406
18565000,15446,0.471375
18575000,25072,0.765137
18585000,31113,0.949493
18595000,32678,0.997253
18605000,29621,0.903961
18615000,22301,0.680573
18625000,11793,0.359894
18635000,0,0.000000
18645000,-11793,-0.359894
18655000,-22301,-0.680573
18665000,-29621,-0.903961
18675000,-32678,-0.997253
18685000,-31113,-0.949493
18695000,-25072,-0.765137
18705000,-15446,-0.471375
18715000,-4011,-0.122406
18725000,7962,0.242981
18735000,19195,0.585785
18745000,27466,0.838196
18755000,32137,0.980743
18765000,32137,0.980743
18775000,27466,0.838196
18785000,19195,0.585785
18795000,7962,0.242981
18805000,-4011,-0.122406
18815000,-15446,-0.471375
18825000,-25072,-0.765137
18835000,-31113,-0.949493
18845000,-32678,-0.997253
18855000,-29621,-0.903961
18865000,-22301,-0.680573
18875000,-11793,-0.359894
18885000,0,0.000000
18895000,11793,0.359894
18905000,22301,0.680573
18915000,29621,0.903961
18925000,32678,0.997253
18935000,31113,0.949493
18945000,25072,0.765137
18955000,15446,0.471375
18965000,4011,0.122406
18975000,-7962,-0.242981
18985000,-19195,-0.585785
18995000,-27466,-0.838196
19005000,-32137,-0.980743
19015000,-32137,-0.980743
19025000,-27466,-0.838196
19035000,-19195,-0.585785
19045000,-7962,-0.242981
19055000,4011,0.122406
19065000,15446,0.471375
19075000,25072,0.765137
19085000,31113,0.949493
19095000,32678,0.997253
19105000,29621,0.903961
19115000,22301,0.680573
19125000,11793,0.359894
19135000,0,0.000000
19145000,-15446,-0.471375
19155000,-27466,-0.838196
19165000,-32678,-0.997253
19175000,-29621,-0.903961
19185000,-19195,-0.585785
19195000,-4011,-0.122406
19205000,11793,0.359894
19215000,25072,0.765137
19225000,32137,0.980743
19235000,31113,0.949493
19245000,22301,0.680573
19255000,7962,0.242981
19265000,-7962,-0.242981
19275000,-22301,-0.680573
19285000,-31113,-0.949493
19295000,-32137,-0.980743
19305000,-25072,-0.765137
19315000,-11793,-0.359894
19325000,4011,0.122406
19335000,19195,0.585785
19345000,29621,0.903961
19355000,32678,0.997253
19365000,27466,0.838196
19375000,15446,0.471375
19385000,0,0.000000
19395000,-15446,-0.471375
19405000,-27466,-0.838196
19415000,-32678,-0.997253
19425000,-29621,-0.903961
19435000,-19195,-0.585785
19445000,-4011,-0.122406
19455000,11793,0.359894
19465000,25072,0.765137
19475000,32137,0.980743
19485000,31113,0.949493
19495000,22301,0.680573
19505000,7962,0.242981
19515000,-7962,-0.242981
19525000,-22301,-0.680573
19535000,-31113,-0.949493
19545000,-32137,-0.980743
19555000,-25072,-0.765137
19565000,-11793,-0.359894
19575000,4011,0.122406
19585000,19195,0.585785
19595000,29621,0.903961
19605000,32678,0.997253
19615000,27466,0.838196
19625000,15446,0.471375
19635000,0,0.000000
19645000,-15446,-0.471375
19655000,-27466,-0.838196
19665000,-32678,-0.997253
19675000,-29621,-0.903961
19685000,-19195,-0.585785
19695000,-4011,-0.122406
19705000,11793,0.359894
19715000,25072,0.765137
19725000,32137,0.980743
19735000,31113,0.949493
19745000,22301,0.680573
19755000,7962,0.242981
19765000,-7962,-0.242981
19775000,-22301,-0.680573
19785000,-31113,-0.949493
19795000,-32137,-0.980743
19805000,-25072,-0.765137
19815000,-11793,-0.359894
19825000,4011,0.122406
19835000,19195,0.585785
19845000,29621,0.903961
19855000,32678,0.997253
19865000,27466,0.838196
19875000,15446,0.471375
19885000,0,0.000000
19895000,-15446,-0.471375
19905000,-27466,-0.838196
19915000,-32678,-0.997253
19925000,-29621,-0.903961
19935000,-19195,-0.585785
19945000,-4011,-0.122406
19955000,11793,0.359894
19965000,25072,0.765137
19975000,32137,0.980743
19985000,31113,0.949493
19995000,22301,0.680573
20005000,7962,0.242981
20015000,-7962,-0.242981
20025000,-22301,-0.680573
20035000,-31113,-0.949493
20045000,-32137,-0.980743
20055000,-25072,-0.765137
20065000,-11793,-0.359894
20075000,4011,0.122406
20085000,19195,0.585785
20095000,29621,0.903961
20105000,32678,0.997253
20115000,27466,0.838196
20125000,15446,0.471375
20135000,0,0.000000
20145000,-19195,-0.585785
20155000,-31113,-0.949493
20165000,-31113,-0.949493
20175000,-19195,-0.585785
20185000,0,0.000000
20195000,19195,0.585785
20205000,31113,0.949493
20215000,31113,0.949493
20225000,19195,0.585785
20235000,0,0.000000
20245000,-19195,-0.585785
20255000,-31113,-0.949493
20265000,-31113,-0.949493
20275000,-19195,-0.585785
20285000,0,0.000000
20295000,19195,0.585785
20305000,31113,0.949493
20315000,31113,0.949493
20325000,19195,0.585785
20335000,0,0.000000
20345000,-19195,-0.585785
20355000,-31113,-0.949493
20365000,-31113,-0.949493
20375000,-19195,-0.585785
20385000,0,0.000000
20395000,19195,0.585785
20405000,31113,0.949493
20415000,31113,0.949493
20425000,19195,0.585785
20435000,0,0.000000
20445000,-19195,-0.585785
20455000,-31113,-0.949493
20465000,-31113,-0.949493
20475000,-19195,-0.585785
20485000,0,0.000000
20495000,19195,0.585785
20505000,31113,0.949493
20515000,31113,0.949493
20525000,19195,0.585785
20535000,0,0.000000
20545000,-19195,-0.585785
20555000,-31113,-0.949493
20565000,-31113,-0.949493
20575000,-19195,-0.585785
20585000,0,0.000000
20595000,19195,0.585785
20605000,31113,0.949493
20615000,31113,0.949493
20625000,19195,0.585785
20635000,0,0.000000
20645000,-19195,-0.585785
20655000,-31113,-0.949493
20665000,-31113,-0.949493
20675000,-19195,-0.585785
20685000,0,0.000000
20695000,19195,0.585785
20705000,31113,0.949493
20715000,31113,0.949493
20725000,19195,0.585785
20735000,0,0.000000
20745000,-19195,-0.585785
20755000,-31113,-0.949493
20765000,-31113,-0.949493
20775000,-19195,-0.585785
20785000,0,0.000000
20795000,19195,0.585785
20805000,31113,0.949493
20815000,31113,0.949493
20825000,19195,0.585785
20835000,0,0.000000
20845000,-19195,-0.585785
20855000,-31113,-0.949493
20865000,-31113,-0.949493
20875000,-19195,-0.585785
20885000,0,0.000000
20895000,19195,0.585785
20905000,31113,0.949493
20915000,31113,0.949493
20925000,19195,0.585785
20935000,0,0.000000
20945000,-19195,-0.585785
20955000,-31113,-0.949493
20965000,-31113,-0.949493
20975000,-19195,-0.585785
20985000,0,0.000000
20995000,19195,0.585785
21005000,31113,0.949493
21015000,31113,0.949493
21025000,19195,0.585785
21035000,0,0.000000
21045000,-19195,-0.585785
21055000,-31113,-0.949493
21065000,-31113,-0.949493
21075000,-19195,-0.585785
21085000,0,0.000000
21095000,19195,0.585785
21105000,31113,0.949493
21115000,31113,0.949493
